Percent Change,Close,Date,Shift
0.036639948,23.200001,01-03-2015,+
0.040086248,22.27,04-03-2015,-
0.007184508,22.110001,05-03-2015,-
0.001809181,22.07,06-03-2015,-
0.008608971,22.26,07-03-2015,+
0.008086298,22.440001,08-03-2015,+
0.028520587,21.799999,11-03-2015,-
0.010091698,21.58,12-03-2015,-
0.032437488,20.879999,13-03-2015,-
0.006226006,20.75,14-03-2015,-
0.038554169,19.950001,15-03-2015,-
0.027568971,19.4,18-03-2015,-
0.018041237,19.75,19-03-2015,+
0.020253165,20.15,20-03-2015,+
0.00942928,20.34,21-03-2015,+
0.034906539,21.049999,22-03-2015,+
0.01615202,20.709999,25-03-2015,-
0.01062284,20.49,26-03-2015,-
0.002440166,20.440001,27-03-2015,-
0.016634099,20.1,28-03-2015,-
0.008955224,19.92,01-04-2015,-
0.022088353,19.48,02-04-2015,-
0.003593378,19.549999,03-04-2015,+
0,19.549999,04-04-2015,-
0.035805577,18.85,05-04-2015,-
0.01432366,19.120001,08-04-2015,+
0.003138023,19.18,09-04-2015,+
0.02189781,19.6,10-04-2015,+
0.07244898,18.18,11-04-2015,-
0.049504895,17.280001,12-04-2015,-
0.027777892,16.799999,15-04-2015,-
0.047023872,17.59,16-04-2015,+
0.030699318,17.049999,17-04-2015,-
0.024633433,16.629999,18-04-2015,-
0.081779981,17.99,19-04-2015,+
0.001111729,18.01,22-04-2015,+
0.021654636,18.4,23-04-2015,+
0.003804293,18.469999,24-04-2015,+
0.00216562,18.43,25-04-2015,-
0.016277862,18.129999,26-04-2015,-
0.02592394,18.6,29-04-2015,+
0.012365538,18.370001,30-04-2015,-
0.009254218,18.200001,01-05-2015,-
0.020879175,17.82,02-05-2015,-
0.001122334,17.84,03-05-2015,+
0.00168167,17.870001,06-05-2015,+
0.013989926,17.620001,07-05-2015,-
0.014755845,17.879999,08-05-2015,+
0.00559273,17.780001,09-05-2015,-
0.00393712,17.709999,10-05-2015,-
0.027103277,17.23,13-05-2015,-
0.003482356,17.290001,14-05-2015,+
0.009832157,17.459999,15-05-2015,+
0.025200517,17.9,16-05-2015,+
0.005586592,18,17-05-2015,+
0.033888944,18.610001,20-05-2015,+
0.015045566,18.889999,21-05-2015,+
0.019587031,18.52,22-05-2015,-
0.041036771,19.280001,23-05-2015,+
0.031120227,19.879999,24-05-2015,+
0.016096681,20.200001,28-05-2015,+
